4/4/4/1.1/2.1/3/1.3/3.1.1/5/3/5/2/2/2,1110101111110011100001111100000001100000110000011
4/3/1.1/3/4/4/4/2/2/2/1.3/5/4/5,1100000110000011000001000111001111100011110011111
1/2.1/5/5/5/1.1.1.1/1.1/1.2/2/5/3/4/3/5,0100011110000000111110011100001111000111000111110
5/3.1/3/2/1.1/3.1/5/1.2/6/3.2/2.3/1.1/1/1.2,1011000111111011100111100111100000100000010100011
3/2/1/4/3/1.4/2.4/1.2/1.1/2/1.1.2/4/5/4,1000011100000111000000101011000111100111110001111
3/3/4/4/3.3/1.2/2/2/2/1.3/4/5/2.3/3,0000110000110010111001111000111110001101110000111
3/2/4/4/3/1.5/2.1/2/1.1/1.1/4.1/6/4/4,0000011100000110000101111010011111100111100011110
2.1.1/2.3/1.1/1.3/3/4/1.1/6/2.3/2/2/4/1.1/2.1,1111110110011100001100000011111100001010001101000
3/3/1/4/6/3.2/1.2/2/3/2.3/5/2.2/3/3,0000011000111011011101111100110110000001110000111
1.2/1.2/1.2/3/4/1.4/4/5/3/2/3/2/3.2/3.2,1111100000111000011000000111000001111100111110011
2/1.1/2/1.1.1/3.1/6/5/3/3/4/2/3.2/1.1.1/2.2,0000111000011100011110000011011101110100101101100
3/5/5/4/2.1/1/3/2/3/3.1/4.1/3.2/3/2,0001100001110001110010111101111001111100001100000
4/1.1.3/1.1.1.1/1.1/1.1/3.1/3/6/2/2.2/1/3/2/6,0111111000001101100111000000111000011000001111110
2/2/2.1/4/5/4/4/3/3.2/3/4/4/3/2,1110000111001100001110001111000111100111000001100
3/4/5/3.2/3.2/2/1/4/3/1.3/3/3/4/4,0001111000111010111001110000111000001111000111100
3/3/4/3/3/4/4/2/4/4/3.2/3/3/3,0011000111100011110001110011000011100001110000111
5/5/2.2/1.3/2.1/1/3/3.1/2.1.1/2.1/2.1/2.2/4/1.2,0011101011010111000011100010110110011110001011000
2.3/1.3/1.3/1.3/3/4/1/1/2/2/1.2/6/6/1.4,1000000110000000110000100011111111011111101011110
2/2/3.1/2.1/2.2/1.1.2/3.3/3.1/5/3.1/2.1/1/3/5,0011101001111111100011100010000000100001110011111
1.1/2.1/3/2.1/3.1.1/5/3.1/4/5/1.3/2/3/1/2.4,0111100111110000101110000011000011100000101101111
2/2.1.1/1.1/1.1/1.2/6/5/2/4.1/2/6/2/1.3/3,1100000111101000000110111111000001101001110000111
1.1/1/6/1/4/1.3/6/2/1.1/2.1/1.1.3/1.3/1.5/1.1,0000011001000101100011010111001011110111110010100
2/1.2/2/3/4.1/5/5/3/4/4/1.4/2/3/3.1,0000111000111100011110101111000001111100001110100
4/4/2.2/2.2/2.1.1/1.3/1/4/3/1/2/2.3/4.1/5,0011110001110010000001100000110011111110100111110
4.1/4/4/3/2.1/1.1/4/3.1/6/4/4.1/1.1/1.1/2,1110100111111011110001111001000010110000010000011
6/5/3.1/2/3/2/1.2/3/2.3/5/3/3.1/2.1/1.1,0000111110111011111001110000111000111000011010000
2.2/1.3/2.1/2/1.2/1.1/6/3.3/1.1.1/1/2.1/2.2/1.2.1/3,1110111101000100000011100001110001101011010011100
3/3/1.3/2/4/3/6/3/2.1/3.3/5/5/1.1/1,1110000110000111101110011111001111100001010000001
3.2/4/4/3/3/1/1.4/3.1/5/5.1/3.1/1.2/1.1/1,0011101111110011111011110001010001110000011000000
4.2/5/5/2/3/2/2/1.3/1.3/5/4/2/3/3,1000111100011111111001111000011000011100001110000
3/3.1.1/5.1/1.1/3/1.2/3/3.1/3/3/1/4.1/3/6,1110010111000011100000010000011110100001110111111
3/3/6/5/1.3/2/2/1.1/3/5/5/3/2.2/1.2,0010100111000011111001111100001110000110110001011
3.3/1.3/1.2/1.1/2.2/1.3/1.1/2.2/1.1/1.2/4/2.3/4/3,1100110100010010000110011110110011111110001110000
4/3/3.1/1/3/4/6/1/2/5/3.3/3.3/2.1/1.1,0000001000001100111111110111111011111000011010000
3/1.1/1.2/3.1/4/1.1.2/2.1.1/1/4/3/2.4/1.1.1/3.2/1.1,0000001000111100111001101111101010011100110001010
3/1.1/1/1.1/4.2/2.3/2.4/1.3/1.3/5/1.1/2/3/1.4,1000111100011111111000000101000001100001110101111
1/2.4/2.3/3.3/1/1.1/3/3.1/3.1/1.1/1/3.1/4/5,0111001011100100010010100000011101011110000111110
3/1/1.2/1.3/4/5/5/3.1/1/2/3/1.4/1.4/1.4,0111001000000100000110000111100111110111101011110
2/4/2.2/1.1/4/1.2/3.2/1.1/3/1.1.1.1/5/1/3.2/2.2,0000101000011110101011111100010000001110110110011
2/1.1/6/6/6/2/1/4/1.4/5/3/3/3/2,0001111101111011111000011100001110000111000110000
6/6/1.4/1.1/2/2/2/5/2.3/2/3/4/3/3,0011111110011111000001110000111100011100001110000
3.1/6/3/2/1/4/4/1.2/2.2/2.2/1.2/4/3/3,1000011110001111000110100011011110001110001110000
1/1/3/3/2.4/4.2/2.2/3/3/1.1/2/3/5/6,0000111000011110000100000110001110000111110111111
3.1/3.1/3/3/1.2/4/4/5/4/4/3/3/2/2.2,1111100111100011110000000111000011100000111100011
1.1/2/3/6/3.1.1/2.2/2/1.3/4/5/3/3/1.1/3,1000111000111111111000111000001110000010100001110
4/4/1/2.1/2/5/6/2.4/2.4/2.2/2.2/2/1/2,1101111110111111000111100011000001100000010011000
1/1.1/6/5/5/3/1.2/2.1/1/3/5/5/6/2,0110001001000000111000011111001111111111100001100
5/1/2/2/5/5/5/2/2/1.3/2.3/1.4/1.3/1.1.1,0000011000001110001111100111100111110111001010100
3/3/3/6/2.2/3/2.1/3/4/1.1/1/4/5/5.1,0000111000111100010100001000111100011111001111101
1.1/3.1/3.2/4/1.2/1.2/3/3/3/3/4.1/3/3.3/1,0001110011100001110001111001000011111101110010000
3/2/1.1/2.1/4/5/5/1.2/5/3/5/1.3/2/2,0001011001111100001110011111100011111000001100000
3/2/3.2/1.1/3/4/5/2/1.5/3.3/3.3/1/2/1,0000011101111111101111110111000000100110000010000
5/3/2/1.1/1.1.3/2.2/3.1/3.1.1/3.2/2.4/1/1.1/2/4,1110101111001111011111000000100010000001100001111
6/6/5/2/2/1/2/1/2.1/3/3.1/3/5/5,0000001110000111100001110010111000011111001111100
3/1/4/4/5/2.1/4/1/2/1.3/3.1/5/1.3/1.3,0000001000001100101110011101111110010111001001110
1/1/2.1.1/4.2/4.2/3/3/3/5/4/6/1/3/2,0011100001111100011110111111100000000111000001100
4.1/2/3/2.2/3/1.2/4/2.1/4.2/3.1/1.1/1.1/3/1.3,0011001111101111100011000001100010000011101001110
3/3.1/1.1/4/4/4/4/3/2/3/4/4/4/1.4,1110000110000011100000001111000111100011110101111
6/6/1.2/2.1/2/1.1/1.1.1/2/2/2.4/5/2/3/4.1,0000011110000011011111111100110000011100001111001
2.1/2.1/2/1.3/3/1.3/3.3/2.1.2/2.1/1/1/5/6/4,1101011110000100000011000000001111101111110001111
3/4/4/5/1.3/3/2/1.1/2.2/2.4/3/4/3/3,1000010110001111011110111000011110000111000011100
4/4/5/5/1.2/1/2/1.1.1/3.1/4/5/3/2/3,1010001111000111110001111100011100000011000001110
3.3/2/2/3/5/4/3/1/1.2/1.3/4/1.4/5/3,1000000100011010001110001111100111111111001110000
1/3/1.1.3/3.1/4.2/3/1.1/5/3/5/1/3/2.1/4,0011111000111000111110000100111000001101000111100
3/2/3/2/3/6/5/2/2/2/2/1.1.3/6/5,0000011000001100000110000011101011111111101111100
1.3/3/1/2/5/6/2.2/1.1/2/2.2/2.3/2.3/3/1.3,1000001000001111001101101110110111000001110010111
3.1/1/1.1/2/4/5/6/3/1.1/1.2/3/3/4/1.5,1110000100000110000110000111000011100011111011111
2/2.2/3/3/3/5/1.3/2/2.1/5/5/3.2/2/2,1100000110010000111110111110011101100000110000011
2/2.1/3/4/4/4/5/2/2/1/6/5/5/4,1100000110000000000010111111001111100111110001111
4/4/2.3/3/2/2.1/2.2/2/5/2.4/3/3/3.1/2,0011000001111111011111110000111000011100010000011
1.2/1.3/4/2.4/3/1.1/1.1.1/2.1/1/3/3/4.1/4/4.2,1101000000100000001110011100011110111110001111011
4/4/2.2/3/3.2/2/3/3/3/2/2/3.1/3.3/2.3,0011100001110000011001100000111000111101111100111
5/6/3/3/1/3/4/2/1.2/2.4/4.1/4/3/2,0000011010001111011111111001111100011100001100000
3/6/4.2/3/1/2/2.2/1.1/3.1/3/3/2/3.2/3.3,0010001011100101110000111000110000011100111110111
1.4/2/2.1/2/5/5/2/3/1.3/2/1.3/1.3/2.1/3.1,0011100101110000001101000111100011111000101110010
6/3/4/4/1.1/1.2/2/4/4/4/4/1/1.2/1.3,0011110111100011110001111000100000010000111000111
3/2/1/3.1/2.3/2.3/1.3/3/3/4/2.1/1.3/3/4,0000111000111011110001101000100011100001110001111
1.2/4/2.1/3.3/1.2/3/2.1/2.2/2.2/1.1/2.1.1/1.1/5/2.2,0011011001101100010101100101010100011111001101100
1.1/1.1/2.1/6/1.3/1.3/2.1/5/2.1/1/2.2/4/2.3/2,0011111001100100010001101100001111011011100000011
3/3/4/3.3/3.1/3/2/4/4/3/1/4/4/5,0001111000111100011100010000111100011110001111100
3.1/3.1/1.1/2/2.1/2.2/2.4/4/2.4/3/2.1/1/2/3.3,0001111110111111100001100001000000100000111110111
4/4/6/2.1/2/3/3/5/5/1.2/3/3/4/2,0011111001111100100111110000111000011110001100000
5/5/3/2/2/3/3.1/2/2/2.2/2/3/5/5.1,0000011000001111000111100000111000011111001111101
4.1/4.1/5/4/2/1/1.2/4/4/6/5.1/1/2.1/1,1111000111100011111101111101001000011000010000001
1.2/3/3/3/4/4/4/1.1.3/5/5/4/1/2/2,1010111001111100111110001111010000011000001100000
6/4/1/1/2.1/3.1/4.2/1.3/2.3/3.2/2.1/2/1.1/4,1000111110011111100111100001110000010000010001111
2.1/2.3/2.2/2.1.1/4/2/3/4/5/1/4/3.3/3.1/1,1111000111110000001000001111111011101110010100000
2.2/3.2/2.1/2.2/4/3/2/1/3/4/4/3/2.3/5,0100000111000011110000001111000011111011101111100
2.1/2/3.1/1.3/4/3/4/4/3/1/1.1.1/5/4/4,1111000111000000100001000101001111100011110001111
1.1/1.1/1.2/3.3/1.3/1.3/3/1/1/4/3.1/4/6/4,0001000000100000011111110001000111111111100011110
3.3/2.2/2.3/2.2/4/1/1/6/5/1.1/1/1.2.1/4/3,1111110111110010001000000100101100111110001110000
6/6/2.2/3/1.2/1/1.1/3.1.1/3/2/2/2.1/5/5,1110101111000011000001100000110100011111000011111
2.3/2.2/1/2/2/3.3/4/2.1.1/2.1.1/1/1/1.2/2.3/3.3,1101010110101000000100000001100001111001111110111
1/1.4/3/4/1.3/2.1/3.1/1/3/2/1.1.1/4/5/6,0100000000011100000110101001011110011111000111111
1.3/1.3/2.3/4/4/1/3/5/3/2/4/3.1/3.1/3,1111100001110000011000001111111000111100011110000
1.5/1.3/1.2/2/3.1/3/3/3.3/3/1.3/1/2/4/5,1110111000011110001111000000110000011110001111100
2/2.2/3/3.2/1.2/1.4/1.2/2/2/5/4.1/2/1.4/1.3,0000011001100011111001111010000001101011110101110
2/3/3.1/1.3/4/1.3/1.2/2.2/4/2/4/4/4/1.1,1100011111100001100000011110000111100011110010100
1.2/3.1/4/4/2.1/4/3/3/4/4/3.1/2/1.2/2.3,0011100011110011110000111010000001110000111100111
3/3/4/4.1/1.1.1/1.1.1.1/1.1.1/2/2/5/4/6/2/4,0000011001100000111111111000111111011000000001111
4/4/3/1.1.1/1.1/4/5/3/4/3.1/2.4/2/4/2,1110000111100011100011101111000001100011110000011
1.4/4.2/1.2/1/3.1/2/4/1/3/1.3/2.3/1.1.1/3.1/3.1.1,0100000111000001011101100111100010111100011110101
4/5/5/4.2/1/2/1/4/4/4/4/2.1/1.1/3,1111000111100011110001111000011000100010100001110
3.2/4/6/1/2/1.1.1/4/2.1/1.1/1.1.1/3.3/2.1/3.2/2.1,0011010101000010101001110111011000111100111100001
2/3/2/2.3/1.4/1.1/3.2/4/1.1/2.3/5/4/2.1/1,0001111000100111001111111100011110000011010000001
1.4/3/3.1/4/5/2/2/1.1/4/4/1.3/1.1/1.3/1.1.3,0101000111100001111001011100100010010001111010111
4/5.1/3/4/1/1.2/1.3/4.2/4/6/2.1.2/1.1/1/1,1111011111100011111101101011010000100000010100000
1.5/1.1.1/3/2.2/1.2/3.1/1/2.1.1/3/2.2/1.1/4/1.1.1/1.1.2,1101010000111011000111001000111100010101001010110
2.3/5/4/3/1.2/2/1.1.1/1.1/4.2/3/5.1/3/2.1.1/1,1000010111101101110001111101111000011001010000100
1.1/1.1/3/3/3.1/5/5/3/3/5/4/2/3/2.2,1110000001110000111110001111000001100001111100011
4/3.1/1/3/2.3/1.4/3/2/1.1/2/2.1/2.4/4/6,0000110100010011000001100010110111100011110111111
2.2/2.2/3.1.1/4/1.1/1.1/1.2/4.1/6/2/2.1/3/1/1.3,1111001111111000110001101000111000000000010010111
2.2/3.2/2/2.2/2.1/2.1.2/2/6/6/1/1/1/2.4/2.2,1111110111111001000000000010000100011011111100011
3.1/3/3/1/1.3/4/2.3/3.1.1/3.1/4/1/3/3/1.3,1110101111000111110000000010000011100001111000111
1.1/2/3/4/3.2/3.2/3.1/2/1.3/5/5/3/3/3,0000011100011100111111111100011100000011100000111
2/2/2.1/3/1.5/5/4/5/4/3/3/3/3/1.3,1111100111100000011100000111000011100001110010111
2/3/4.2/3.1/1.1.1.1/1.2.1/2/4/3/4/3.2/1.3/1/4,0011110011100001111001110011100011100100000011110
1/2/4/6/1.3/4/3/5/3/3/5/4/1.2/1,1111100011100000111000011111000111100010110000010
3.3/2.4/1.2/1.1/1/2/4/2.3/2.2/1.1/3.1/2/4/3,1100111110001110000010111001110000011110001110000
3/3/2/3.1/4/4/5/3/4/4/4/2.1/4/3,0000111000111100011110001111110000111110001110000
3/3/3/4/3/5/1.1.1/2.2/4/5/3/2.2/2/2,0011011001111000111110001110110001111000001100000
3/2.1/2/2/5/5/5/1/2/2.3/3/3/5/6,1000000110000011001110000111000011100111110111111
3.1/3/2/1/3/5/6/3/3.1/2.2/3/3/4/1.2,1110000111000111000110000111000011100011111000011
1.1/1.2/2.4/2.2/3/1.1/3.1/2/4/2/3.1/2.3/3/3.1,0011000111100000000111110001011011100111000011101
2.2/2/2/2/1.3/5/5/3.2/3.3/2/4/4/1.1/1,1110011111011100000110001111000111110001001000000
4/2.1/2.2/1/2/2.1.1/2.4/3.2/3.2/1/1.2/1/2.3/3.1,1110011111001110000001000011000000101101110011101
3/4.1/3/1/1/2.4/2.4/2.2/2.2/2/2.2/1.2/6/2,1100011110001111000000110011001001101111110000011
1.1/1.1.1/3.1/6/4.1/3/2/2/3/5/3/3/1.2/6,1100000001110011111000011100000111000010110111111
4/4/2.1/1/3/3.1.1/4/2/2/2/3.1/4.2/2.1/3.2,0000110000011000001101110001111101111000011110011
2.2/1.2/1/1/5/5/5/2.3/1.3/3/3/3/2/4,1100111100011100001110000111000011111000001111000
1/2/4/4/1.4/2.2/3.2/2/3/1/5/4/5/5,0000011000011100000011111100011110000111110011111
1.3/4/3/2/1.3/1.2/4/3.3/2.1/3.1/2.2/1.2/2/2,1110111011000111100011100011100011000011000001100
3/2/3/5/6/3/2/3/3/3/2.1/1.4/2.2/2.1,0011100001110000111000001101100111111001101100010
1/5/1.1.1/2/3/5/5/3/1/1.2/1.2/2.3/4/5,1110000010000001000110100011011011100011110011111
2.1.2/2/2/1.1/4/4/6/1.4/1.3/5/1.1.3/1/2.1/2,1001111100011100111111010111000000111000011100000
6/3.3/2.1/2/3/1/1.1.1/6/5/2.1/1/2.1/2/3.1,0111111111110011001001000000110000111000001110001
3.2/2/2/1.2/3/4/5.1/1.1/1.2/1.3/4/3/4/4.1,1000001100001110001110001111000011111110001111001
4/4/3/5/2.1/1.1/1.1.1/3/2/4.1/4/4.1/2/3,0001110000110011110011111000111100111000000000111
6/3/2/3/2/3/1.4/5/5.1/2.1/1.2/1.2/1.2/1,1111100111110111010001000011100001110000110000001
2/2/1/1.3/1.3/6/6/4/2.2/3/2/4/4/4,1111000110001100001110000011000111100011110001111
2.3/1.1.1.1/3.1/3.1/5/1/2/5/1.3/6/1.1/5/1/2,1111100101110001111110000101111110010000001100000
5/3.3/3.3/2/1/2/1.2/3/3/3/1.1/3/3.2/6,1110000111000011100001000001111000001110110111111
4/4.1/3/5/3/1.1.1/2/1/6/5/2.3/2.1/1.2/1.1,0010000111111011111001101110110100000010110100001
2/2.2/3/3.1.1/3.1/3/2.1.1/2.4/2.4/3/1/2/2/4.1,1101111110111100011100000001001100001100000111101
2.1/1/3.1/2.2/5/4/3/1/3/3.1/5/3/1.4/3,1000000111000000111010011111000011110111100001110
2.1/1.1/1.1.1/3/5/4/4/3/1/6/4/4/3/1.1.1,1110000100000001111110001111000111100001111010100
5/2/2/2/5/3/5/3/3/1.1.1/1.1.1/1.3/4/4,1110000111000010001011000101100011100011110001111
2.2/1.4/3.1/3.1/1.1/3/3/1/3/3/3/1.1.2/3.2/2.4,1000000111000000111000111000010101111100111101111
2.2/2.1/2.1.1/4/5/1.1/3/5/5/4/3.1/3/1/3,1111100111110000011110011101000011110000001110000
2/1.1/3.1/3/1.1.3/3.3/3/3/2/1.1.3/3/4/3/5,0000111000001110101111110000001111000011100111110
3/2.2/3/4/5/1.2/1.2/2.2/2/1.3/4/3/4/4,1100011110000010001110001111001110001111000111100
5/1.1/2/3/1.1/5/5/2.2/1.2/2.2/1.2/1.4/2/3,1100011100001111000111000011100111100110000011100
4.1/3.1/5/2/4/2/1.2/2.2/2.2/5/1.3/1.1.1/1.1/3,1100011110011011111001011100001010100100011110000
3.1/3.2/1.3/6/4/1/1/6/2.2/5.1/3/2/1.1/2,1111110110110011111010011100001100001010001100000
1.3/2.1/3/4/5/5/1/6/5/5/3/2.2/1/1,1111110011111000111110001110110011010000001000000
3/3/2/2.3/2.3/3.2/2/5/6/2.2/4/2/3/1,1111100111111011000110001111000110000011100000010
3/5/4/3/2/3/4/3/3/4/3.3/2.3/2/1,0111000011100011110001110111110011100000110000001
5/5/2/2/3/3.1/1.3/5/6/2.2/2/2.1/2.2/1,0011111111111011001101100000110000111000110000001
4/4/4/3/2.1/1.1/2.3/3.1/4.1/5/6/1/1/3,1110001111100111111001111110000000100000010000111
3.1/1.2/3.3/2.3/3.1/2/1/1.4/1.4/3.1/1/3/3/4,1011110101111011101000000001001110001110001111000
2/2/1/4/6/5/4/1.1/3/6/2.4/3/1.1/1.1,0001010000111011111101101111000011100001010000101
2.2/1.4/4/4/1/2/5/1.1/2.1/1/3.2/6/4/4,1000001110000100000010111011011111111110001111000
2/2/5/4/4/2/3.2/5/5/3.1/5/3/1/1,0011111001111100111011111100111000000000010000001
3/5/1.1/1.2/3/1.3/1.3/3.2/1/2/2/2.3/5/4,0111011010000011000001100000110011100111110001111
2.2/2.2/4/6/4/2/1/2.1/2.1/2/4/5/5/3,1101000110100000011000011110001111111111001110000
3/5/1.3/2.4/2/1.1/2/4/2/1.1/3.1/4/4.1/2.1,0011110000110001000010111001111100011110101101000
4/4/5/1.2/3.3/1/1.1/5/3.1/3.1.1/3/1.1/2/4,1111100111010011101011110000001010000011000001111
6/6/1.1/1.1.3/1/4/1/1/2/4.1/2.3/4.1/2.1.1/2.1,0001000110000011110101100111111101011010101101000
2.2/1.4/2.3/4/3/1/3/3.2/1.1.1/1/1.1/4/5/5,1110011101000100000010101000011110011111001111100
2.1/3.1/2.3/3/3.1/2/4/4/5/2.2/1/1.1/1.2/3.3,0111100111110011011000000001001000100100111110111
3/3.1/1/4/4/4/4/2/2/2/4/5/4/1.4,1100000110000011000000001111001111100011110101111
4/1.5/4/2.2/1.2/1.1/1/1.4/1/1/3/4/5/3.2,0101111000100001000001110000111100011111001110110
3/1.1/3/5/4/4/3/2/1.3/1.4/4/4/2/3,1100000100011110011110001111001111000110000111000
2.2/1.3/3/3/3/3/4/2.2/1.2/2/1/4/5/5,1100011100001100000110000001011110011111001111100
3/5/5/1/1.1/3/5/3/3/3.1/2.1/6/2/3,1110000111000011100010110001011111100000110000111
3/4/6/5/3/2/2/2/3/3/6/4.2/3/2,0011000001110000111000111111111101111100001100000
2/2/1.1/2.4/1.5/3/3/2.2/4/1/5/4/4/2,1101100111100000001000011111000111100011110001100
1.4/4/3/1.1.3/3.1/1.1/1/1.3/1/4/2/4/4/5,1001110000010000011111100000111100011110001111100
4/4/1.1/2/3/4/5/2/2/3.1/2.2/3/4/5,1100000110000011100011100011000011100011110011111
2.4/4/3/1.1/2.1/3/3/1.3/1.3/2/2/4/3/5,1000111100011100000111100000111100011100001111100
4/4/3.1/2/3.1/3.1/3/4/5/1.3/3/2/2/3.2,0001111001111100101111110000110000011000001110110
4/3/5/2.3/1.2/2/3/4/1.2/1.1/1.1/4/5/5,0001111000101100100011010000111100011111001111100
6/3.1.1/3/1/3/3/3/1/2.2/3.3/1.1.3/5/1/2,0100000110001111101111010111111110010000001100000
